,instant,dteday,season,temp,hum,windspeed
9637,9638,2012-02-11,1,0.26,0.81,0.1642
9638,9639,2012-02-11,1,0.26,0.81,0.2836
9639,9640,2012-02-11,1,0.26,0.81,0.2537
9640,9641,2012-02-11,1,0.3,0.61,0.2985
9641,9642,2012-02-11,1,0.22,0.75,0.4179
9642,9643,2012-02-11,1,0.22,0.69,0.4627
9643,9644,2012-02-11,1,0.22,0.47,0.6567
9644,9645,2012-02-11,1,0.2,0.4,0.5522
9645,9646,2012-02-11,1,0.16,0.43,0.5522
9646,9647,2012-02-11,1,0.14,0.43,0.6418
9647,9648,2012-02-11,1,0.14,0.39,0.3881
9648,9649,2012-02-11,1,0.12,0.5,0.4925
9649,9650,2012-02-12,1,0.1,0.68,0.3881
9650,9651,2012-02-12,1,0.08,0.79,0.4627
9651,9652,2012-02-12,1,0.1,0.58,0.5821
9652,9653,2012-02-12,1,0.1,0.46,0.6866
9653,9654,2012-02-12,1,0.1,0.46,0.7164
9654,9655,2012-02-12,1,0.1,0.49,0.3881
9655,9656,2012-02-12,1,0.1,0.49,0.3881
9656,9657,2012-02-12,1,0.08,0.53,0.194
9657,9658,2012-02-12,1,0.08,0.53,0.2537
9658,9659,2012-02-12,1,0.1,0.49,0.2985
9659,9660,2012-02-12,1,0.12,0.42,0.3582
9660,9661,2012-02-12,1,0.12,0.42,0.2985
9661,9662,2012-02-12,1,0.14,0.39,0.6418
9662,9663,2012-02-12,1,0.16,0.4,0.4478
9663,9664,2012-02-12,1,0.16,0.4,0.5224
9664,9665,2012-02-12,1,0.16,0.4,0.5522
9665,9666,2012-02-12,1,0.2,0.34,0.4627
9666,9667,2012-02-12,1,0.18,0.37,0.4179
9667,9668,2012-02-12,1,0.16,0.4,0.4627
9668,9669,2012-02-12,1,0.16,0.4,0.2836
9669,9670,2012-02-12,1,0.14,0.42,0.3284
9670,9671,2012-02-12,1,0.14,0.43,0.2985
9671,9672,2012-02-12,1,0.14,0.43,0.1642
9672,9673,2012-02-12,1,0.14,0.43,0.2239
9673,9674,2012-02-13,1,0.14,0.46,0.2239
9674,9675,2012-02-13,1,0.12,0.5,0.2239
9675,9676,2012-02-13,1,0.14,0.46,0.194
9676,9677,2012-02-13,1,0.12,0.54,0.1045
9677,9678,2012-02-13,1,0.12,0.54,0.0896
9678,9679,2012-02-13,1,0.1,0.58,0.1343
9679,9680,2012-02-13,1,0.1,0.54,0.2239
9680,9681,2012-02-13,1,0.1,0.54,0.194
9681,9682,2012-02-13,1,0.1,0.54,0.1343
9682,9683,2012-02-13,1,0.12,0.5,0.194
9683,9684,2012-02-13,1,0.14,0.5,0.1343
9684,9685,2012-02-13,1,0.22,0.37,0.194
9685,9686,2012-02-13,1,0.28,0.28,0.3284
9686,9687,2012-02-13,1,0.32,0.22,0.2239
9687,9688,2012-02-13,1,0.34,0.23,0.1045
9688,9689,2012-02-13,1,0.36,0.27,0.1343
9689,9690,2012-02-13,1,0.36,0.23,0.194
9690,9691,2012-02-13,1,0.36,0.23,0.194
9691,9692,2012-02-13,1,0.34,0.25,0.2537
9692,9693,2012-02-13,1,0.34,0.25,0.1343
9693,9694,2012-02-13,1,0.3,0.42,0.1642
9694,9695,2012-02-13,1,0.28,0.45,0.1343
9695,9696,2012-02-13,1,0.26,0.56,0.1045
9696,9697,2012-02-13,1,0.28,0.41,0.0
9697,9698,2012-02-14,1,0.26,0.6,0.0
9698,9699,2012-02-14,1,0.26,0.56,0.0
9699,9700,2012-02-14,1,0.28,0.41,0.0
9700,9701,2012-02-14,1,0.26,0.52,0.0
9701,9702,2012-02-14,1,0.26,0.65,0.1045
9702,9703,2012-02-14,1,0.26,0.65,0.1045
9703,9704,2012-02-14,1,0.26,0.56,0.0
9704,9705,2012-02-14,1,0.24,0.6,0.0896
9705,9706,2012-02-14,1,0.24,0.7,0.0
9706,9707,2012-02-14,1,0.26,0.56,0.0896
9707,9708,2012-02-14,1,0.26,0.6,0.1343
9708,9709,2012-02-14,1,0.3,0.45,0.1642
9709,9710,2012-02-14,1,0.3,0.52,0.2239
9710,9711,2012-02-14,1,0.36,0.4,0.2537
9711,9712,2012-02-14,1,0.4,0.4,0.2239
9712,9713,2012-02-14,1,0.42,0.38,0.4478
9713,9714,2012-02-14,1,0.42,0.35,0.2985
9714,9715,2012-02-14,1,0.42,0.38,0.3582
9715,9716,2012-02-14,1,0.38,0.46,0.2985
9716,9717,2012-02-14,1,0.36,0.5,0.1642
9717,9718,2012-02-14,1,0.38,0.46,0.1343
9718,9719,2012-02-14,1,0.36,0.5,0.1045
9719,9720,2012-02-14,1,0.36,0.5,0.1045
9720,9721,2012-02-14,1,0.36,0.5,0.0896
9721,9722,2012-02-15,1,0.32,0.57,0.0
9722,9723,2012-02-15,1,0.34,0.53,0.0
9723,9724,2012-02-15,1,0.3,0.61,0.0
9724,9725,2012-02-15,1,0.28,0.75,0.0
9725,9726,2012-02-15,1,0.28,0.7,0.1045
9726,9727,2012-02-15,1,0.28,0.7,0.1045
9727,9728,2012-02-15,1,0.3,0.61,0.1343
9728,9729,2012-02-15,1,0.3,0.65,0.194
9729,9730,2012-02-15,1,0.32,0.61,0.3582
9730,9731,2012-02-15,1,0.32,0.61,0.3284
9731,9732,2012-02-15,1,0.34,0.57,0.2985
9732,9733,2012-02-15,1,0.36,0.53,0.2836
9733,9734,2012-02-15,1,0.38,0.46,0.3881
9734,9735,2012-02-15,1,0.4,0.43,0.2836
9735,9736,2012-02-15,1,0.42,0.41,0.3582
9736,9737,2012-02-15,1,0.42,0.41,0.2239
9737,9738,2012-02-15,1,0.42,0.38,0.194
9738,9739,2012-02-15,1,0.42,0.38,0.194
9739,9740,2012-02-15,1,0.4,0.4,0.2239
9740,9741,2012-02-15,1,0.38,0.43,0.1642
9741,9742,2012-02-15,1,0.36,0.46,0.1642
9742,9743,2012-02-15,1,0.34,0.53,0.1642
9743,9744,2012-02-15,1,0.34,0.49,0.1045
9744,9745,2012-02-15,1,0.34,0.53,0.0896
9745,9746,2012-02-16,1,0.3,0.7,0.1343
9746,9747,2012-02-16,1,0.3,0.7,0.0
9747,9748,2012-02-16,1,0.3,0.7,0.0896
9748,9749,2012-02-16,1,0.3,0.61,0.0
9749,9750,2012-02-16,1,0.3,0.7,0.0896
9750,9751,2012-02-16,1,0.3,0.7,0.0
9751,9752,2012-02-16,1,0.3,0.7,0.0896
9752,9753,2012-02-16,1,0.3,0.7,0.1343
9753,9754,2012-02-16,1,0.3,0.7,0.0896
9754,9755,2012-02-16,1,0.3,0.7,0.1642
9755,9756,2012-02-16,1,0.32,0.7,0.1343
9756,9757,2012-02-16,1,0.32,0.7,0.1045
9757,9758,2012-02-16,1,0.32,0.76,0.0896
9758,9759,2012-02-16,1,0.34,0.71,0.2537
9759,9760,2012-02-16,1,0.32,0.81,0.194
9760,9761,2012-02-16,1,0.34,0.76,0.0
9761,9762,2012-02-16,1,0.34,0.81,0.0
9762,9763,2012-02-16,1,0.34,0.87,0.0
9763,9764,2012-02-16,1,0.34,0.87,0.1343
9764,9765,2012-02-16,1,0.32,0.87,0.1642
9765,9766,2012-02-16,1,0.32,0.87,0.1343
9766,9767,2012-02-16,1,0.34,0.81,0.1045
9767,9768,2012-02-16,1,0.32,0.81,0.0
9768,9769,2012-02-16,1,0.32,0.81,0.0896
9769,9770,2012-02-17,1,0.3,0.87,0.0
9770,9771,2012-02-17,1,0.3,0.93,0.0
9771,9772,2012-02-17,1,0.3,0.93,0.1045
9772,9773,2012-02-17,1,0.28,0.93,0.1045
9773,9774,2012-02-17,1,0.28,0.93,0.194
9774,9775,2012-02-17,1,0.28,0.93,0.1642
9775,9776,2012-02-17,1,0.28,0.96,0.1343
9776,9777,2012-02-17,1,0.28,0.93,0.1045
9777,9778,2012-02-17,1,0.26,1.0,0.0
9778,9779,2012-02-17,1,0.26,1.0,0.0
9779,9780,2012-02-17,1,0.34,0.71,0.2836
9780,9781,2012-02-17,1,0.36,0.62,0.4179
9781,9782,2012-02-17,1,0.38,0.46,0.3881
9782,9783,2012-02-17,1,0.4,0.43,0.3582
9783,9784,2012-02-17,1,0.4,0.37,0.3582
9784,9785,2012-02-17,1,0.42,0.35,0.4179
9785,9786,2012-02-17,1,0.42,0.32,0.2985
9786,9787,2012-02-17,1,0.42,0.32,0.3284
9787,9788,2012-02-17,1,0.4,0.35,0.2537
9788,9789,2012-02-17,1,0.38,0.37,0.2239
9789,9790,2012-02-17,1,0.4,0.35,0.194
9790,9791,2012-02-17,1,0.38,0.37,0.194
9791,9792,2012-02-17,1,0.36,0.4,0.2239
9792,9793,2012-02-17,1,0.36,0.4,0.194
9793,9794,2012-02-18,1,0.34,0.42,0.1642
9794,9795,2012-02-18,1,0.32,0.49,0.1642
9795,9796,2012-02-18,1,0.3,0.61,0.2537
9796,9797,2012-02-18,1,0.28,0.65,0.1045
9797,9798,2012-02-18,1,0.26,0.7,0.0
9798,9799,2012-02-18,1,0.24,0.7,0.0896
9799,9800,2012-02-18,1,0.24,0.7,0.0
9800,9801,2012-02-18,1,0.24,0.7,0.0
9801,9802,2012-02-18,1,0.22,0.87,0.0
9802,9803,2012-02-18,1,0.22,0.8,0.1045
9803,9804,2012-02-18,1,0.26,0.81,0.1045
9804,9805,2012-02-18,1,0.32,0.57,0.1343
9805,9806,2012-02-18,1,0.36,0.43,0.194
9806,9807,2012-02-18,1,0.4,0.43,0.2836
9807,9808,2012-02-18,1,0.44,0.35,0.3582
9808,9809,2012-02-18,1,0.42,0.41,0.2537
9809,9810,2012-02-18,1,0.44,0.44,0.3284
9810,9811,2012-02-18,1,0.48,0.36,0.2836
9811,9812,2012-02-18,1,0.46,0.38,0.2985
9812,9813,2012-02-18,1,0.44,0.44,0.1642
9813,9814,2012-02-18,1,0.44,0.44,0.1642
9814,9815,2012-02-18,1,0.44,0.33,0.2985
9815,9816,2012-02-18,1,0.4,0.4,0.4478
9816,9817,2012-02-18,1,0.36,0.4,0.3881
9817,9818,2012-02-19,1,0.34,0.39,0.3582
9818,9819,2012-02-19,1,0.32,0.39,0.2537
9819,9820,2012-02-19,1,0.3,0.36,0.2836
9820,9821,2012-02-19,1,0.3,0.36,0.2239
9821,9822,2012-02-19,1,0.28,0.41,0.3881
9822,9823,2012-02-19,1,0.26,0.48,0.2985
9823,9824,2012-02-19,1,0.24,0.52,0.3284
9824,9825,2012-02-19,1,0.24,0.52,0.2836
9825,9826,2012-02-19,1,0.24,0.56,0.194
9826,9827,2012-02-19,1,0.24,0.56,0.2537
9827,9828,2012-02-19,1,0.26,0.52,0.2537
9828,9829,2012-02-19,1,0.26,0.56,0.3284
9829,9830,2012-02-19,1,0.28,0.52,0.2537
9830,9831,2012-02-19,1,0.3,0.49,0.1642
9831,9832,2012-02-19,1,0.32,0.45,0.194
9832,9833,2012-02-19,1,0.3,0.49,0.194
9833,9834,2012-02-19,1,0.32,0.45,0.2836
9834,9835,2012-02-19,1,0.3,0.49,0.2537
9835,9836,2012-02-19,1,0.3,0.49,0.3284
9836,9837,2012-02-19,1,0.3,0.52,0.2537
9837,9838,2012-02-19,1,0.3,0.52,0.2836
9838,9839,2012-02-19,1,0.26,0.65,0.1642
9839,9840,2012-02-19,1,0.24,0.75,0.0896
9840,9841,2012-02-19,1,0.22,0.93,0.1642
9841,9842,2012-02-20,1,0.24,0.87,0.0896
9842,9843,2012-02-20,1,0.24,0.87,0.0896
9843,9844,2012-02-20,1,0.24,0.87,0.0896
9844,9845,2012-02-20,1,0.24,0.81,0.194
9845,9846,2012-02-20,1,0.24,0.6,0.3582
9846,9847,2012-02-20,1,0.24,0.52,0.4179
9847,9848,2012-02-20,1,0.22,0.55,0.3284
9848,9849,2012-02-20,1,0.2,0.59,0.3582
9849,9850,2012-02-20,1,0.2,0.59,0.3582
9850,9851,2012-02-20,1,0.22,0.55,0.4478
9851,9852,2012-02-20,1,0.26,0.48,0.3582
9852,9853,2012-02-20,1,0.28,0.45,0.2239
9853,9854,2012-02-20,1,0.3,0.42,0.2836
9854,9855,2012-02-20,1,0.32,0.36,0.194
9855,9856,2012-02-20,1,0.34,0.34,0.2239
9856,9857,2012-02-20,1,0.36,0.29,0.1045
9857,9858,2012-02-20,1,0.38,0.27,0.2537
9858,9859,2012-02-20,1,0.34,0.34,0.2239
9859,9860,2012-02-20,1,0.34,0.34,0.2239
9860,9861,2012-02-20,1,0.34,0.34,0.194
9861,9862,2012-02-20,1,0.3,0.39,0.1642
9862,9863,2012-02-20,1,0.3,0.45,0.0896
9863,9864,2012-02-20,1,0.3,0.39,0.0
9864,9865,2012-02-21,1,0.26,0.65,0.0
9865,9866,2012-02-21,1,0.26,0.56,0.0
9866,9867,2012-02-21,1,0.24,0.6,0.0
9867,9868,2012-02-21,1,0.22,0.64,0.0
9868,9869,2012-02-21,1,0.2,0.69,0.0
9869,9870,2012-02-21,1,0.2,0.75,0.0
9870,9871,2012-02-21,1,0.22,0.64,0.0
9871,9872,2012-02-21,1,0.2,0.69,0.0896
9872,9873,2012-02-21,1,0.2,0.75,0.1045
9873,9874,2012-02-21,1,0.24,0.7,0.194
9874,9875,2012-02-21,1,0.26,0.7,0.2836
9875,9876,2012-02-21,1,0.3,0.56,0.3881
9876,9877,2012-02-21,1,0.34,0.49,0.4179
9877,9878,2012-02-21,1,0.32,0.53,0.3881
9878,9879,2012-02-21,1,0.34,0.49,0.4179
9879,9880,2012-02-21,1,0.36,0.46,0.4179
9880,9881,2012-02-21,1,0.38,0.4,0.4478
9881,9882,2012-02-21,1,0.38,0.4,0.4478
9882,9883,2012-02-21,1,0.36,0.46,0.2985
9883,9884,2012-02-21,1,0.34,0.53,0.2537
9884,9885,2012-02-21,1,0.34,0.61,0.1642
9885,9886,2012-02-21,1,0.34,0.71,0.194
9886,9887,2012-02-21,1,0.32,0.66,0.2239
9887,9888,2012-02-22,1,0.32,0.66,0.2239
9888,9889,2012-02-22,1,0.32,0.7,0.1343
9889,9890,2012-02-22,1,0.34,0.66,0.2836
9890,9891,2012-02-22,1,0.34,0.71,0.2239
9891,9892,2012-02-22,1,0.34,0.71,0.1642
9892,9893,2012-02-22,1,0.32,0.7,0.1045
9893,9894,2012-02-22,1,0.32,0.76,0.1642
9894,9895,2012-02-22,1,0.32,0.76,0.0896
9895,9896,2012-02-22,1,0.3,0.75,0.0896
9896,9897,2012-02-22,1,0.32,0.7,0.0896
9897,9898,2012-02-22,1,0.34,0.71,0.0896
9898,9899,2012-02-22,1,0.36,0.66,0.1642
9899,9900,2012-02-22,1,0.4,0.62,0.2836
9900,9901,2012-02-22,1,0.42,0.54,0.2985
9901,9902,2012-02-22,1,0.44,0.54,0.3284
9902,9903,2012-02-22,1,0.5,0.31,0.4179
9903,9904,2012-02-22,1,0.52,0.29,0.4627
9904,9905,2012-02-22,1,0.52,0.32,0.3881
9905,9906,2012-02-22,1,0.48,0.41,0.3284
9906,9907,2012-02-22,1,0.46,0.44,0.2836
9907,9908,2012-02-22,1,0.44,0.47,0.194
9908,9909,2012-02-22,1,0.48,0.33,0.2836
9909,9910,2012-02-22,1,0.44,0.47,0.2537
9910,9911,2012-02-22,1,0.46,0.41,0.2836
9911,9912,2012-02-23,1,0.44,0.47,0.2537
9912,9913,2012-02-23,1,0.44,0.58,0.2836
9913,9914,2012-02-23,1,0.44,0.62,0.2239
9914,9915,2012-02-23,1,0.44,0.67,0.194
9915,9916,2012-02-23,1,0.4,0.76,0.2239
9916,9917,2012-02-23,1,0.4,0.76,0.2239
9917,9918,2012-02-23,1,0.36,0.87,0.194
9918,9919,2012-02-23,1,0.36,0.81,0.2239
9919,9920,2012-02-23,1,0.34,0.87,0.194
9920,9921,2012-02-23,1,0.36,0.81,0.2537
9921,9922,2012-02-23,1,0.42,0.67,0.194
9922,9923,2012-02-23,1,0.48,0.48,0.2836
9923,9924,2012-02-23,1,0.5,0.42,0.2537
9924,9925,2012-02-23,1,0.52,0.39,0.194
9925,9926,2012-02-23,1,0.54,0.37,0.2537
9926,9927,2012-02-23,1,0.54,0.33,0.1343
9927,9928,2012-02-23,1,0.56,0.32,0.0
9928,9929,2012-02-23,1,0.54,0.32,0.1642
9929,9930,2012-02-23,1,0.54,0.37,0.1343
9930,9931,2012-02-23,1,0.5,0.39,0.0896
9931,9932,2012-02-23,1,0.46,0.44,0.1343
9932,9933,2012-02-23,1,0.44,0.51,0.2239
9933,9934,2012-02-23,1,0.44,0.54,0.2537
9934,9935,2012-02-23,1,0.44,0.54,0.0
9935,9936,2012-02-24,1,0.44,0.58,0.0896
9936,9937,2012-02-24,1,0.44,0.62,0.194
9937,9938,2012-02-24,1,0.42,0.77,0.2836
9938,9939,2012-02-24,1,0.42,0.82,0.1343
9939,9940,2012-02-24,1,0.4,0.87,0.1343
9940,9941,2012-02-24,1,0.4,0.87,0.194
9941,9942,2012-02-24,1,0.4,0.87,0.1642
9942,9943,2012-02-24,1,0.4,0.76,0.2239
9943,9944,2012-02-24,1,0.38,0.76,0.3284
9944,9945,2012-02-24,1,0.36,0.81,0.2537
9945,9946,2012-02-24,1,0.36,0.81,0.1642
9946,9947,2012-02-24,1,0.36,0.81,0.1045
9947,9948,2012-02-24,1,0.4,0.76,0.1343
9948,9949,2012-02-24,1,0.42,0.71,0.1045
9949,9950,2012-02-24,1,0.46,0.67,0.1045
9950,9951,2012-02-24,1,0.4,0.87,0.194
9951,9952,2012-02-24,1,0.4,0.87,0.194
9952,9953,2012-02-24,1,0.42,0.94,0.1045
9953,9954,2012-02-24,1,0.42,0.94,0.0
9954,9955,2012-02-24,1,0.44,0.88,0.1045
9955,9956,2012-02-24,1,0.44,0.62,0.4179
9956,9957,2012-02-24,1,0.42,0.35,0.806
9957,9958,2012-02-24,1,0.4,0.37,0.5821
9958,9959,2012-02-24,1,0.38,0.37,0.6866
9959,9960,2012-02-25,1,0.36,0.43,0.3881
9960,9961,2012-02-25,1,0.34,0.42,0.3582
9961,9962,2012-02-25,1,0.32,0.45,0.2537
9962,9963,2012-02-25,1,0.3,0.45,0.2985
9963,9964,2012-02-25,1,0.3,0.42,0.3284
9964,9965,2012-02-25,1,0.3,0.42,0.2985
9965,9966,2012-02-25,1,0.3,0.42,0.2985
9966,9967,2012-02-25,1,0.28,0.45,0.4478
9967,9968,2012-02-25,1,0.26,0.48,0.2985
9968,9969,2012-02-25,1,0.22,0.75,0.3284
9969,9970,2012-02-25,1,0.26,0.6,0.3582
9970,9971,2012-02-25,1,0.3,0.39,0.6119
9971,9972,2012-02-25,1,0.32,0.29,0.6567
9972,9973,2012-02-25,1,0.32,0.31,0.4925
9973,9974,2012-02-25,1,0.32,0.29,0.5522
9974,9975,2012-02-25,1,0.32,0.29,0.4179
9975,9976,2012-02-25,1,0.32,0.26,0.5821
9976,9977,2012-02-25,1,0.3,0.33,0.3582
9977,9978,2012-02-25,1,0.3,0.28,0.5821
9978,9979,2012-02-25,1,0.26,0.33,0.4478
9979,9980,2012-02-25,1,0.26,0.3,0.5522
9980,9981,2012-02-25,1,0.24,0.35,0.3284
9981,9982,2012-02-25,1,0.24,0.38,0.4627
9982,9983,2012-02-25,1,0.24,0.41,0.4179
9983,9984,2012-02-26,1,0.24,0.41,0.3582
9984,9985,2012-02-26,1,0.24,0.44,0.3284
9985,9986,2012-02-26,1,0.24,0.44,0.3284
9986,9987,2012-02-26,1,0.24,0.41,0.194
9987,9988,2012-02-26,1,0.24,0.41,0.194
9988,9989,2012-02-26,1,0.22,0.44,0.2239
9989,9990,2012-02-26,1,0.22,0.44,0.3284
9990,9991,2012-02-26,1,0.2,0.51,0.2985
9991,9992,2012-02-26,1,0.2,0.51,0.2537
9992,9993,2012-02-26,1,0.22,0.47,0.2239
9993,9994,2012-02-26,1,0.26,0.41,0.1642
9994,9995,2012-02-26,1,0.28,0.41,0.2836
9995,9996,2012-02-26,1,0.3,0.39,0.1343
9996,9997,2012-02-26,1,0.32,0.36,0.0
9997,9998,2012-02-26,1,0.34,0.31,0.0
9998,9999,2012-02-26,1,0.36,0.29,0.0
9999,10000,2012-02-26,1,0.36,0.32,0.2537
10000,10001,2012-02-26,1,0.36,0.32,0.2239
10001,10002,2012-02-26,1,0.34,0.36,0.2836
10002,10003,2012-02-26,1,0.34,0.34,0.1642
10003,10004,2012-02-26,1,0.32,0.42,0.1642
10004,10005,2012-02-26,1,0.3,0.45,0.1343
10005,10006,2012-02-26,1,0.3,0.42,0.2239
10006,10007,2012-02-26,1,0.26,0.56,0.1642
10007,10008,2012-02-27,1,0.26,0.6,0.2537
10008,10009,2012-02-27,1,0.26,0.65,0.2239
10009,10010,2012-02-27,1,0.26,0.7,0.2985
10010,10011,2012-02-27,1,0.24,0.75,0.1642
10011,10012,2012-02-27,1,0.22,0.8,0.1343
10012,10013,2012-02-27,1,0.22,0.8,0.1343
10013,10014,2012-02-27,1,0.24,0.7,0.2537
10014,10015,2012-02-27,1,0.24,0.6,0.2239
10015,10016,2012-02-27,1,0.24,0.6,0.0
10016,10017,2012-02-27,1,0.26,0.6,0.194
10017,10018,2012-02-27,1,0.32,0.45,0.2537
10018,10019,2012-02-27,1,0.36,0.43,0.2537
10019,10020,2012-02-27,1,0.4,0.37,0.2985
10020,10021,2012-02-27,1,0.4,0.43,0.2836
10021,10022,2012-02-27,1,0.46,0.36,0.2836
10022,10023,2012-02-27,1,0.52,0.25,0.4179
10023,10024,2012-02-27,1,0.54,0.26,0.4478
10024,10025,2012-02-27,1,0.54,0.24,0.4478
10025,10026,2012-02-27,1,0.52,0.27,0.4179
10026,10027,2012-02-27,1,0.5,0.29,0.3881
10027,10028,2012-02-27,1,0.48,0.33,0.3582
10028,10029,2012-02-27,1,0.46,0.36,0.2836
10029,10030,2012-02-27,1,0.44,0.44,0.2537
10030,10031,2012-02-27,1,0.42,0.5,0.1642
10031,10032,2012-02-28,1,0.42,0.54,0.1343
10032,10033,2012-02-28,1,0.38,0.62,0.1642
10033,10034,2012-02-28,1,0.4,0.54,0.1045
10034,10035,2012-02-28,1,0.4,0.32,0.3582
10035,10036,2012-02-28,1,0.32,0.42,0.3582
10036,10037,2012-02-28,1,0.32,0.42,0.3582
10037,10038,2012-02-28,1,0.3,0.45,0.3284
10038,10039,2012-02-28,1,0.28,0.45,0.2985
10039,10040,2012-02-28,1,0.26,0.48,0.2836
10040,10041,2012-02-28,1,0.28,0.45,0.3582
10041,10042,2012-02-28,1,0.3,0.42,0.2985
10042,10043,2012-02-28,1,0.34,0.36,0.2537
10043,10044,2012-02-28,1,0.36,0.34,0.1343
10044,10045,2012-02-28,1,0.36,0.32,0.1045
10045,10046,2012-02-28,1,0.4,0.28,0.1045
10046,10047,2012-02-28,1,0.42,0.26,0.0896
10047,10048,2012-02-28,1,0.42,0.28,0.0896
10048,10049,2012-02-28,1,0.42,0.26,0.0896
10049,10050,2012-02-28,1,0.42,0.28,0.1642
10050,10051,2012-02-28,1,0.42,0.26,0.0
10051,10052,2012-02-28,1,0.4,0.3,0.1343
10052,10053,2012-02-28,1,0.34,0.46,0.1045
10053,10054,2012-02-28,1,0.34,0.46,0.1045
10054,10055,2012-02-28,1,0.32,0.53,0.2239
10055,10056,2012-02-29,1,0.32,0.53,0.1045
10056,10057,2012-02-29,1,0.32,0.49,0.1045
10057,10058,2012-02-29,1,0.3,0.56,0.2239
10058,10059,2012-02-29,1,0.28,0.7,0.0896
10059,10060,2012-02-29,1,0.26,0.75,0.0896
10060,10061,2012-02-29,1,0.28,0.75,0.0896
10061,10062,2012-02-29,1,0.26,0.81,0.1343
10062,10063,2012-02-29,1,0.28,0.75,0.1045
10063,10064,2012-02-29,1,0.3,0.81,0.1642
10064,10065,2012-02-29,1,0.3,0.81,0.1642
10065,10066,2012-02-29,1,0.3,0.87,0.194
10066,10067,2012-02-29,1,0.32,0.93,0.3284
10067,10068,2012-02-29,1,0.36,0.93,0.3582
10068,10069,2012-02-29,1,0.36,0.93,0.3582
10069,10070,2012-02-29,1,0.4,0.82,0.2836
10070,10071,2012-02-29,1,0.4,0.82,0.2239
10071,10072,2012-02-29,1,0.4,0.87,0.1642
10072,10073,2012-02-29,1,0.4,0.87,0.0
10073,10074,2012-02-29,1,0.4,0.87,0.1045
10074,10075,2012-02-29,1,0.42,0.88,0.1642
10075,10076,2012-02-29,1,0.42,0.88,0.1642
10076,10077,2012-02-29,1,0.42,0.94,0.2537
10077,10078,2012-02-29,1,0.42,0.94,0.2537
10078,10079,2012-03-01,1,0.42,0.94,0.0
10079,10080,2012-03-01,1,0.46,0.94,0.1045
10080,10081,2012-03-01,1,0.46,0.94,0.2836
10081,10082,2012-03-01,1,0.46,0.94,0.2239
10082,10083,2012-03-01,1,0.48,0.88,0.194
10083,10084,2012-03-01,1,0.48,0.88,0.1642
10084,10085,2012-03-01,1,0.42,0.94,0.0
10085,10086,2012-03-01,1,0.44,0.94,0.1343
10086,10087,2012-03-01,1,0.42,0.94,0.1343
10087,10088,2012-03-01,1,0.46,0.77,0.2537
10088,10089,2012-03-01,1,0.52,0.55,0.1642
10089,10090,2012-03-01,1,0.56,0.43,0.194
10090,10091,2012-03-01,1,0.56,0.37,0.2239
10091,10092,2012-03-01,1,0.58,0.32,0.2537
10092,10093,2012-03-01,1,0.58,0.35,0.2239
10093,10094,2012-03-01,1,0.6,0.31,0.2537
10094,10095,2012-03-01,1,0.58,0.32,0.2985
10095,10096,2012-03-01,1,0.56,0.35,0.2985
10096,10097,2012-03-01,1,0.54,0.34,0.3582
10097,10098,2012-03-01,1,0.48,0.41,0.3284
10098,10099,2012-03-01,1,0.44,0.44,0.4179
10099,10100,2012-03-01,1,0.42,0.47,0.4627
10100,10101,2012-03-01,1,0.38,0.5,0.2537
10101,10102,2012-03-01,1,0.36,0.5,0.2239
10102,10103,2012-03-02,1,0.34,0.53,0.1642
10103,10104,2012-03-02,1,0.34,0.49,0.2239
10104,10105,2012-03-02,1,0.34,0.53,0.2836
10105,10106,2012-03-02,1,0.32,0.57,0.194
10106,10107,2012-03-02,1,0.32,0.61,0.0
10107,10108,2012-03-02,1,0.3,0.7,0.0
10108,10109,2012-03-02,1,0.3,0.7,0.0
10109,10110,2012-03-02,1,0.3,0.7,0.0
10110,10111,2012-03-02,1,0.28,0.75,0.0896
10111,10112,2012-03-02,1,0.3,0.81,0.0
10112,10113,2012-03-02,1,0.36,0.5,0.1642
10113,10114,2012-03-02,1,0.38,0.46,0.194
10114,10115,2012-03-02,1,0.4,0.43,0.1642
10115,10116,2012-03-02,1,0.42,0.44,0.2239
10116,10117,2012-03-02,1,0.44,0.44,0.2836
10117,10118,2012-03-02,1,0.42,0.5,0.2985
10118,10119,2012-03-02,1,0.4,0.58,0.2985
10119,10120,2012-03-02,1,0.36,0.81,0.2239
10120,10121,2012-03-02,1,0.36,0.87,0.194
10121,10122,2012-03-02,1,0.36,0.87,0.194
10122,10123,2012-03-02,1,0.36,0.87,0.194
10123,10124,2012-03-02,1,0.36,0.87,0.0896
10124,10125,2012-03-02,1,0.36,0.87,0.0
10125,10126,2012-03-02,1,0.36,0.87,0.0
10126,10127,2012-03-03,1,0.36,0.93,0.0896
10127,10128,2012-03-03,1,0.36,0.93,0.0
10128,10129,2012-03-03,1,0.36,0.93,0.0896
10129,10130,2012-03-03,1,0.36,0.93,0.1642
10130,10131,2012-03-03,1,0.36,0.93,0.194
10131,10132,2012-03-03,1,0.36,0.93,0.0896
10132,10133,2012-03-03,1,0.36,0.93,0.0896
10133,10134,2012-03-03,1,0.36,0.93,0.1343
10134,10135,2012-03-03,1,0.36,0.93,0.0
10135,10136,2012-03-03,1,0.38,0.87,0.0896
10136,10137,2012-03-03,1,0.4,0.87,0.0
10137,10138,2012-03-03,1,0.4,0.87,0.0896
10138,10139,2012-03-03,1,0.42,0.67,0.2537
